ur_group,file_a,file_b,length,dt_a,dt_b,dominant_freq_rel_error_disp,disp_std_rel_error,disp_psd_rel_error,force_psd_rel_error,dt_match
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg001.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg023.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0,0.2674008456496944,1.7355943099041162,1.8887933783379471,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg001.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg024.npz,4000,0.0049999999999954525,0.0049999999999954525,0.07142857142857155,0.19015829997268707,0.6255702072770358,0.5028298879134614,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg001.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg026.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0,0.11015844401056138,0.14511659182915354,0.10623552705119536,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg001.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg027.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0769230769230769,0.32997369248722447,2.515118460797576,2.7919287534559207,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg001.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg028.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0769230769230769,0.4967884665079557,5.743092697166145,6.897816242246084,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg001.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg029.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0,0.059618901182246976,0.6884522163838486,0.675588297572334,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg001.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg030.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0,0.14215295325754798,1.4766099737725493,1.6041752027606702,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg001.npz,Experimental_Data/npz_exports__v2_zero_mean/val/test3003_corrected_seg002.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0769230769230769,0.19906104013637121,0.634363461422424,0.8347909144239463,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg001.npz,Experimental_Data/npz_exports__v2_zero_mean/val/test3003_corrected_seg004.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0,0.1756467224576091,0.48085490548144627,0.39939630694337114,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg001.npz,Experimental_Data/npz_exports__v2_zero_mean/val/test3003_corrected_seg010.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0769230769230769,0.5630413623608723,5.837702026531412,6.960106847506516,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg001.npz,Experimental_Data/npz_exports__v2_zero_mean/val/test3003_corrected_seg011.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0769230769230769,0.52033294276817,4.271814082346443,4.277653562854632,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg001.npz,Experimental_Data/npz_exports__v2_zero_mean/val/test3003_corrected_seg021.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0,0.2587253040304089,2.658304141198264,2.5267647021375406,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg001.npz,Experimental_Data/npz_exports__v2_zero_mean/val/test3003_corrected_seg025.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0,0.40947786441688827,0.5730093956949207,0.5903607629608697,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg003.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg005.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0769230769230769,0.11862847427987694,0.25051900886016465,0.21877316150173434,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg003.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg006.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0769230769230769,0.28651976296521353,0.7422561723620084,0.7598379681308339,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg003.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg007.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0769230769230769,0.17912878632009765,0.7555006958758029,0.7444748761485394,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg003.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg008.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0769230769230769,0.18525695196169545,0.480980732245932,0.46721288682390366,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg003.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg009.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0769230769230769,0.31741281690820056,0.8987723437520014,0.8825882660739267,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg003.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg012.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0769230769230769,0.366817100255995,0.8637600570286663,0.8764692592067304,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg003.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg013.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0769230769230769,0.2762394029364218,0.7481154586544375,0.7605866112895466,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg003.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg014.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0769230769230769,0.11013961789996551,0.5397861430768462,0.5840438829991779,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg003.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg015.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0769230769230769,0.4292886736783858,0.852639912731798,0.8627357538884047,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg003.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg016.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0,0.253134616945951,0.605747199548295,0.6104296145182685,1.0
3.0,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg003.npz,Experimental_Data/npz_exports__v2_zero_mean/train/test3003_corrected_seg017.npz,4000,0.0049999999999954525,0.0049999999999954525,0.0769230769230769,0.10057285739056292,0.4028152492394101,0.3945280357825099,1.0
